,0,1,2
prevalence,0.00079,0.0,0.0
prevent,0.0,0.000806,0.0
price,0.0,0.001612,0.0
primate,0.009478,0.0,0.0
prisoner,0.0,0.0,0.000813
probably,0.00079,0.0,0.0
problem,0.000583,0.000892,0.0
problematise,0.00079,0.0,0.0
procedure,0.00079,0.0,0.0
productive,0.00079,0.0,0.0
professional,0.0,0.003224,0.0
professor,0.0,0.000806,0.0
project,0.0,0.000298,0.0003
promoted,0.0,0.000806,0.0
proportion,0.00079,0.0,0.0
protection,0.00079,0.0,0.0
protective,0.0,0.0,0.000813
provide,0.00079,0.0,0.0
provincial,0.0,0.0,0.000813
proxy,0.00079,0.0,0.0
psychology,0.0,0.000806,0.0
psychotherapist,0.0,0.000806,0.0
pulled,0.0,0.0,0.000813
punishment,0.0,0.0,0.000813
pursuing,0.0,0.000806,0.0
pursuit,0.0,0.000806,0.0
pushing,0.0,0.000806,0.0
put,0.000292,0.0,0.0003
putting,0.0,0.001612,0.0
queen,0.00079,0.0,0.0
question,0.00079,0.0,0.0
quickly,0.0,0.0,0.000813
quiet,0.0,0.0,0.001626
quite,0.00079,0.0,0.0
rallying,0.0,0.0,0.000813
ramification,0.0,0.000806,0.0
range,0.0,0.0,0.000813
rapid,0.00079,0.0,0.0
rate,0.0,0.002418,0.0
rather,0.0,0.001612,0.0
rattenborg,0.00237,0.0,0.0
read,0.00079,0.0,0.0
realise,0.00079,0.0,0.0
realised,0.0,0.000806,0.0
really,0.00237,0.0,0.0
reason,0.00158,0.0,0.0
reasonable,0.0,0.000806,0.0
recall,0.0,0.001612,0.0
receded,0.0,0.0,0.000813
received,0.0,0.000806,0.0
receives,0.0,0.000806,0.0
recently,0.0,0.000806,0.0
recognised,0.0,0.000806,0.0
record,0.00079,0.0,0.0
recorded,0.00079,0.0,0.0
recovery,0.0,0.000806,0.0
relationship,0.0,0.000806,0.0
relative,0.00395,0.0,0.0
relatively,0.0,0.000806,0.0
relax,0.0,0.000806,0.0
release,0.00079,0.0,0.0
released,0.0,0.000806,0.0
rem,0.00158,0.0,0.0
remains,0.0,0.0,0.000813
reminder,0.0,0.0,0.000813
remote,0.0,0.001612,0.0
remotely,0.0,0.000806,0.0
repetitive,0.0,0.000806,0.0
report,0.000292,0.000595,0.0
reported,0.000292,0.000595,0.0
reporting,0.0,0.00403,0.0
request,0.0,0.000806,0.0
research,0.000875,0.000298,0.0
researcher,0.000292,0.000298,0.0
resembled,0.0,0.0,0.000813
resembles,0.0,0.0,0.000813
respectively,0.0,0.000806,0.0
respond,0.0,0.000806,0.0
respondent,0.000292,0.000892,0.0
rest,0.00237,0.0,0.0
rested,0.00079,0.0,0.0
retire,0.0,0.000806,0.0
return,0.0,0.0,0.000813
reveal,0.00079,0.0,0.0
revealed,0.00079,0.0,0.0
review,0.00079,0.0,0.0
revolutionising,0.0,0.000806,0.0
rewarded,0.0,0.000806,0.0
rhythm,0.00079,0.0,0.0
ridge,0.0,0.0,0.000813
right,0.0,0.000595,0.0003
rise,0.0,0.0,0.0
rising,0.0,0.000806,0.0
risk,0.00079,0.0,0.0
rite,0.0,0.0,0.000813
riven,0.0,0.0,0.000813
road,0.0,0.0,0.021956
roadside,0.0,0.0,0.000813
rock,0.0,0.0,0.000813
rocky,0.0,0.0,0.000813
role,0.00079,0.0,0.0
rolled,0.0,0.0,0.000813
roof,0.0,0.0,0.000813
room,0.0,0.000806,0.0
rose,0.0,0.0,0.00244
route,0.0,0.0,0.004066
rugged,0.0,0.0,0.001626
rural,0.0,0.0,0.000813
safely,0.00079,0.0,0.0
safety,0.004738,0.0,0.0
said,0.0,0.0,0.0
sainthood,0.0,0.0,0.000813
salary,0.0,0.000806,0.0
saltstraumen,0.0,0.0,0.001626
samson,0.013426,0.0,0.0
san,0.00158,0.0,0.0
sandnessjøen,0.0,0.0,0.001626
savannah,0.00079,0.0,0.0
say,0.006704,0.005652,0.0
scandinavian,0.0,0.0,0.001626
science,0.0,0.000806,0.0
scientist,0.00158,0.0,0.0
screen,0.0,0.000806,0.0
sea,0.0,0.0,0.000813
see,0.0,0.0,0.0
seek,0.0,0.0,0.000813
seem,0.000292,0.000892,0.0
seemed,0.0,0.0,0.001626
seeming,0.0,0.0,0.000813
seems,0.000583,0.0,0.0006
send,0.0,0.0,0.000813
sense,0.000583,0.0,0.0003
sensor,0.00079,0.0,0.0
sentiment,0.0,0.000806,0.0
serene,0.0,0.0,0.000813
series,0.0,0.0,0.000813
service,0.0,0.000806,0.0
set,0.0,0.000298,0.0003
setting,0.00079,0.0,0.0
settling,0.0,0.0,0.000813
seven,0.000583,0.0,0.000901
shade,0.0,0.0,0.000813
shape,0.00079,0.0,0.0
share,0.00079,0.0,0.0
shared,0.00079,0.0,0.0
sharing,0.00158,0.0,0.0
shattered,0.0,0.0,0.000813
sheer,0.0,0.0,0.000813
shell,0.00237,0.0,0.0
shelter,0.00079,0.0,0.0
shield,0.0,0.0,0.000813
shore,0.0,0.0,0.003253
shoreline,0.0,0.0,0.000813
short,0.000292,0.0,0.0003
shorter,0.00079,0.0,0.0
shortest,0.0,0.0,0.000813
shot,0.0,0.000806,0.0
show,0.0,0.000806,0.0
showed,0.000292,0.002082,0.0
showing,0.0,0.000806,0.0
shown,0.00079,0.0,0.0
side,0.0,0.000892,0.000901
sign,0.0,0.000595,0.0003
significant,0.0,0.000806,0.0
similar,0.000292,0.000298,0.0
similarly,0.00079,0.0,0.0
simple,0.00079,0.0,0.0
since,0.0,0.000298,0.0003
single,0.0,0.0,0.000813
sinuous,0.0,0.0,0.000813
sister,0.0,0.0,0.000813
site,0.0,0.0,0.000813
six,0.0,0.0,0.001626
size,0.00079,0.0,0.0
sleep,0.048177,0.0,0.0
sleeping,0.004738,0.0,0.0
slept,0.004738,0.0,0.0
slightly,0.0,0.000806,0.0
sloth,0.00237,0.0,0.0
small,0.0,0.0,0.000813
smartphone,0.00079,0.0,0.0
smoothed,0.0,0.0,0.000813
snail,0.00079,0.0,0.0
snoozing,0.00079,0.0,0.0
social,0.000875,0.000595,0.0
society,0.00395,0.0,0.0
sognefjellet,0.0,0.0,0.000813
solution,0.000583,0.0,0.0003
something,0.0,0.0,0.0
sometime,0.0,0.0,0.000813
sometimes,0.000583,0.000595,0.0
son,0.0,0.0,0.000813
soon,0.0,0.0,0.000813
sophistication,0.0,0.0,0.000813
sound,0.00079,0.0,0.0
spare,0.0,0.0,0.000813
sparsely,0.0,0.0,0.000813
speak,0.0,0.000806,0.0
special,0.00158,0.0,0.0
specialising,0.0,0.001612,0.0
specie,0.00079,0.0,0.0
specifically,0.00079,0.0,0.0
spectacular,0.0,0.0,0.001626
spend,0.001166,0.000298,0.0
spending,0.00079,0.0,0.0
spent,0.00158,0.0,0.0
spirit,0.0,0.0,0.000813
spread,0.0,0.0,0.000813
stage,0.0,0.001612,0.0
standard,0.00079,0.0,0.0
star,0.00079,0.0,0.0
stared,0.0,0.0,0.000813
stark,0.0,0.0,0.000813
start,0.000292,0.000298,0.0
started,0.000292,0.000595,0.0
stay,0.000292,0.001487,0.0
stayed,0.00079,0.0,0.0
steep,0.0,0.0,0.000813
steeply,0.0,0.0,0.000813
steinkjer,0.0,0.0,0.001626
step,0.0,0.000806,0.0
sticking,0.0,0.000806,0.0
stiklestad,0.0,0.0,0.004879
still,0.000875,0.001785,0.0
stilted,0.0,0.0,0.000813
stokkvågen,0.0,0.0,0.000813
stone,0.0,0.0,0.001626
stop,0.0,0.0,0.000813
stopped,0.0,0.0,0.000813
story,0.001458,0.0,0.001501
strain,0.0,0.0,0.000813
strait,0.0,0.0,0.000813
strange,0.00079,0.0,0.0
stress,0.00158,0.0,0.0
stressed,0.0,0.001612,0.0
stressor,0.0,0.003224,0.0
stretch,0.0,0.0,0.000813
strong,0.0,0.0,0.000813
strongest,0.0,0.0,0.000813
struggle,0.0,0.0,0.0
studied,0.00079,0.0,0.0
study,0.003206,0.000298,0.0
studying,0.000292,0.000298,0.0
subplot,0.00079,0.0,0.0
subsequently,0.0,0.000806,0.0
suck,0.0,0.0,0.000813
suddenly,0.00079,0.0,0.0
suffering,0.0,0.0,0.000813
suggests,0.000292,0.000298,0.0
summer,0.0,0.0,0.00244
summit,0.0,0.0,0.001626
sun,0.0,0.0,0.000813
superpower,0.00079,0.0,0.0
sure,0.00079,0.0,0.0
surely,0.0,0.0,0.000813
surface,0.0,0.0,0.000813
surging,0.0,0.0,0.000813
surprise,0.0,0.0,0.000813
surprising,0.00079,0.0,0.0
survey,0.000292,0.00119,0.0
suspect,0.00079,0.0,0.0
svartisen,0.0,0.0,0.000813
swept,0.0,0.0,0.000813
syv,0.0,0.0,0.000813
søstre,0.0,0.0,0.000813
take,0.0,0.0,0.0
taken,0.0,0.000806,0.0
talked,0.0,0.001612,0.0
talking,0.000292,0.0,0.0003
tamarin,0.00079,0.0,0.0
tamed,0.0,0.0,0.000813
taming,0.0,0.0,0.000813
tanzania,0.00079,0.0,0.0
task,0.0,0.0,0.0
team,0.000292,0.000595,0.0
technically,0.00158,0.0,0.0
tell,0.000292,0.0,0.000901
telling,0.0,0.0,0.0
temporary,0.00079,0.0,0.0
term,0.0,0.000806,0.0
terrain,0.0,0.0,0.000813
text,0.0,0.000806,0.0
therefore,0.0,0.0,0.000813
thing,0.000583,0.000892,0.0
think,0.00204,0.0,0.0003
though,0.000292,0.000595,0.0
threat,0.00316,0.0,0.0
threatens,0.0,0.0,0.000813
three,0.00158,0.0,0.0
throughout,0.00079,0.0,0.0
tidal,0.0,0.0,0.000813
tie,0.00079,0.0,0.0
time,0.0,0.0,0.0
timed,0.00079,0.0,0.0
tiny,0.0,0.0,0.001626
tired,0.0,0.000806,0.0
today,0.00158,0.0,0.0
together,0.00158,0.0,0.0
told,0.0,0.0,0.00244
toll,0.0,0.000806,0.0
tomb,0.0,0.0,0.000813
tomorrow,0.0,0.000806,0.0
tongue,0.0,0.0,0.000813
torghatten,0.0,0.0,0.000813
toronto,0.00079,0.0,0.0
total,0.00079,0.0,0.0
towards,0.0,0.000298,0.0003
town,0.0,0.0,0.004879
tracing,0.0,0.0,0.000813
traded,0.00158,0.0,0.0
traffic,0.0,0.0,0.000813
transitioned,0.00079,0.0,0.0
travelling,0.0,0.0,0.000813
tree,0.000875,0.0,0.0003
trend,0.0,0.000806,0.0
trip,0.0,0.0,0.00244
triumph,0.0,0.0,0.001626
troll,0.0,0.0,0.00244
trondheim,0.0,0.0,0.000813
trouble,0.0,0.000806,0.0
true,0.0,0.0,0.000813
trying,0.00158,0.0,0.0
tsimane,0.00237,0.0,0.0
tunnel,0.0,0.0,0.004066
turn,0.00079,0.0,0.0
turned,0.0,0.0,0.000813
turning,0.0,0.0,0.000813
twig,0.00079,0.0,0.0
two,0.0,0.000298,0.0006
type,0.00079,0.0,0.0
typical,0.00158,0.0,0.0
understanding,0.000292,0.000298,0.0
understood,0.0,0.0,0.000813
unemployed,0.0,0.0,0.001626
unfurls,0.0,0.0,0.000813
unified,0.0,0.0,0.000813
unify,0.0,0.0,0.000813
unique,0.0,0.001612,0.0
united,0.0,0.0,0.000813
university,0.000875,0.000298,0.0
unless,0.0,0.0,0.000813
unloaded,0.0,0.0,0.000813
unrealistic,0.0,0.000806,0.0
unseen,0.0,0.0,0.000813
unusual,0.00079,0.0,0.0
unwind,0.0,0.001612,0.0
upon,0.0,0.0,0.000813
use,0.0,0.000806,0.0
used,0.0,0.0,0.000813
various,0.00237,0.0,0.0
vast,0.0,0.0,0.000813
vertigo,0.0,0.0,0.000813
via,0.0,0.000806,0.0
view,0.0,0.0,0.001626
viking,0.0,0.0,0.001626
village,0.0,0.0,0.001626
visiting,0.0,0.000806,0.0
visser,0.0,0.0,0.000813
vivid,0.00079,0.0,0.0
volume,0.0,0.001612,0.0
wa,0.0,0.0,0.0
wait,0.0,0.0,0.000813
waited,0.0,0.0,0.000813
wake,0.00079,0.0,0.0
wall,0.000292,0.0,0.0006
want,0.0,0.00238,0.0003
war,0.0,0.0,0.000813
warm,0.00079,0.0,0.0
watch,0.00079,0.0,0.0
watched,0.0,0.0,0.000813
watching,0.0,0.0,0.000813
water,0.0,0.0,0.008132
waterfall,0.0,0.0,0.000813
way,0.0,0.0,0.0
wear,0.00079,0.0,0.0
weaving,0.0,0.0,0.001626
website,0.0,0.000806,0.0
week,0.000292,0.000298,0.0
weekend,0.0,0.000806,0.0
weird,0.00079,0.0,0.0
well,0.0,0.0,0.0
wellness,0.0,0.000806,0.0
went,0.0,0.0,0.000813
west,0.00158,0.0,0.0
whatever,0.0,0.000806,0.0
whereas,0.0,0.0,0.000813
whether,0.000292,0.0,0.0003
whirlpool,0.0,0.0,0.000813
widespread,0.0,0.000806,0.0
wild,0.00316,0.0,0.0
wilder,0.0,0.0,0.000813
wildly,0.0,0.0,0.000813
willing,0.0,0.000806,0.0
willingness,0.0,0.000806,0.0
wish,0.00079,0.0,0.0
within,0.0,0.0,0.0
without,0.00079,0.0,0.0
wonder,0.0,0.0,0.000813
wooden,0.0,0.0,0.001626
work,0.0,0.0,0.0
worked,0.000292,0.000892,0.0
worker,0.0,0.012897,0.0
workforce,0.0,0.000806,0.0
working,0.000292,0.005652,0.0
workplace,0.0,0.003224,0.0
world,0.0,0.00119,0.001801
worried,0.0,0.000806,0.0
worrying,0.0,0.000806,0.0
worst,0.0,0.000806,0.0
worthwhile,0.0,0.000806,0.0
would,0.0,0.0,0.0
wrap,0.0,0.0,0.000813
year,0.0,0.0,0.0
yes,0.0,0.001612,0.0
yet,0.0,0.0,0.0
yetish,0.008688,0.0,0.0
young,0.0,0.00403,0.0
younger,0.0,0.000806,0.0
youngest,0.0,0.000806,0.0
youth,0.0,0.0,0.000813
zers,0.0,0.001612,0.0
zone,0.0,0.000806,0.0
zoo,0.00079,0.0,0.0
zoom,0.0,0.000806,0.0
