,date,content
35,2022-02-01 21:23:09+00:00,"and larger community. This semester's TSU speakers include DreamWorks Animation, Michael Coppage, and others. Invited by Prof. Samuel Dunson, I will be discussing my #art practice, including its earlier stages, and different bodies of work. 2/2 #painting"
36,2022-02-01 21:11:52+00:00,#RT @Dreamworks: Trying to go good by stealing all the bad (luck). 🧧 #TheBadGuys in theaters April 22. https://t.co/zWvcGLCG35
37,2022-02-01 21:09:12+00:00,Dreamworks: Bring back Penguins of Madagascar as TV show or Movie - Sign the Petition! https://t.co/nQEjSWukmj via @Change
38,2022-02-01 21:05:10+00:00,@Dreamworks We love our mama Tigress https://t.co/ihEJLSa57p
39,2022-02-01 20:55:36+00:00,@Dreamworks @DreamWorksTV Make new httyd movie
40,2022-02-01 20:52:17+00:00,@Dreamworks Can you give Over The Hedge and Rise of The Guardians a sequel?
41,2022-02-01 20:49:30+00:00,"I want a Rhodopis film, I want either DreamWorks to return to their animation roots or for it to be done by anime studio with a decent director, maybe studio Ghibli."
42,2022-02-01 20:42:04+00:00,@Dreamworks Streaming too? Maybe eventually?
43,2022-02-01 20:34:07+00:00,that anti-vax-mandate lawyer lady Twitter's algo keeps recommending me has Dreamworks face
44,2022-02-01 20:31:04+00:00,"@bluheaventt @netflix @DRMWRX @Dreamworks @RealGDT gotta settle for fanmade comics, unfortunately"
45,2022-02-01 20:25:14+00:00,@cerdo_malo era solo de Dreamworks
46,2022-02-01 20:16:52+00:00,"Just a reminder: 

We have the first licensed Star Wars, Walt Disney Animation, Pixar, DC, Marvel, 20th Century Fox, Dreamworks, Givenchy etc. #NFTs in existence 🥶⭕️🚀

Just incase anyone forget about their importance 🤣

Been battling FUD since Todd was 200 💎 https://t.co/Qvlu1bqtqk"
47,2022-02-01 20:12:04+00:00,@NeoPunkSociety This DreamWorks Dad 😭
48,2022-02-01 20:11:08+00:00,#RT @Dreamworks: RT @dreamworksjr: A-MEOW-ZING! The wait is over- a new season of #GabbysDollhouse is streaming now on Netflix! https://t.co/Iy7G7q8YR4
49,2022-02-01 20:00:26+00:00,DreamWorks Spotlights Deaf Culture And Disability Representation In ‘Madagascar: A Little Wild’ Series - Forbes https://t.co/dFRtYqlF6i
50,2022-02-01 20:00:01+00:00,".@Dreamworks show #Madagascar: A Little Wild features multiple deaf characters &amp;  includes the first-ever ""sign-over"" actor (similar to the standard audio-only voiceover, but done in sign language instead of a narrator’s voice).

https://t.co/N4LbCgl1Wb @Forbes @steven_aquino"
51,2022-02-01 19:50:48+00:00,"@Dreamworks @DreamWorksTV OMG u guys actually read a reply, this is my chance... *breathes in* GIVE US OUR SEQUEL https://t.co/qfB4XMCsCm"
52,2022-02-01 19:50:37+00:00,You think DreamWorks/Universal would let me have Toothless on my gravestone?
53,2022-02-01 19:37:58+00:00,"At Dreamworks we had a team in India and at one point they were asked to deliver loops of ""dancing"" without any more specific direction than ""at a party"", and they quickly turned out some very high quality animations of very distinctively Indian dancing which couldn't be used =( https://t.co/U3MOj6NFwl"
54,2022-02-01 19:34:05+00:00,nem parece que teve que se reinventar toda por causa da dreamworks https://t.co/PotbH1xG2U
55,2022-02-01 19:30:48+00:00,"Check out this listing I just added to my #Poshmark closet: Shrek Dreamworks Mattel Micro Collection Figure 2.5"". https://t.co/GcbiVUJVYX #shopmycloset @poshmarkapp
#dreamworks #mattel #shrek"
56,2022-02-01 19:29:35+00:00,@keithandallura If disney worked with WEP and made a voltron disney + series with a happy kallura ending. That would stick it to both netflix and dreamworks. Two of their bigest rivals.
57,2022-02-01 19:28:07+00:00,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #toryburch #dreamworks: https://t.co/b8yWV7SZzw https://t.co/sv1D4bCsh0
58,2022-02-01 19:26:41+00:00,thinking about what dreamworks animation would've been like if shrek underperformed is like thinking about what george lucas's films could've been if star wars flopped. neither of them are negative feelings but like a yearning for alternate history curiosities
59,2022-02-01 19:18:27+00:00,universal ve disney&gt; dreamworks knk
60,2022-02-01 19:13:50+00:00,@pumpkinpiegays These game big in the fighting community I hope we get a dreamworks one just to have dbz or street fighter moves for Poppy
61,2022-02-01 19:07:16+00:00,"If you missed it yesterday, I published a pretty big story about DreamWorks’ kids series MADAGASCAR: A LITTLE WILD and boosting the deaf community. 

Exec producer and showrunner @johannastein told me all about it. https://t.co/nAc3PXTRsm"
62,2022-02-01 19:05:01+00:00,"TRIVIA IS TONIGHT 7-9PM🍺🙌🏻 

Hint: Not long before his retirement from acting following the lamentable 2004 film ""Welcome to Mooseport,"" the great Gene Hackman - who just turned 92 - provided the voice of General Mandible in what DreamWorks Animation film of 1998?

#shakobeer"
63,2022-02-01 18:55:13+00:00,"@modernserf Well Dreamworks is a company with a pretty consistent long term concept art team with low turnover so it's literally the same people, as for other companies having the same face it was... let's say... hotly debated... how similar they actually were"
64,2022-02-01 18:54:49+00:00,"@VaibhavSisinty Get on it! @veve_official has thousands of licensed collectibles made from big familiar brands such as Disney, Batman, Marvel, Ghostbusters, Universal Studios, DreamWorks and MORE!"
65,2022-02-01 18:52:33+00:00,"@BlankSamuel They don’t, but there isn’t a reason why they couldn’t snag them up, as universal has doubled down on Dreamworks"
66,2022-02-01 18:50:11+00:00,@multiversus Would you like to see DreamWorks characters in Multiversus?
67,2022-02-01 18:50:10+00:00,universal literally fucking owns dreamworks im sick of this shit fr 🙄
68,2022-02-01 18:49:18+00:00,peacock LOOK AT ME. dont move the fucking dreamworks movies again!!! i want to watch shrek on ONE platform 😡
69,2022-02-01 18:48:03+00:00,Watch New Clips From DreamWorks Gabby’s Dollhouse Season 4 https://t.co/MI1V8WhDVq on @bloglovin
70,2022-02-01 18:47:47+00:00,@Alberto9Herrera And to think DreamWorks was once one of the biggest studios in the nineties.
71,2022-02-01 18:46:59+00:00,The Dreamworks intern after realizing they leaked clips from S5 before it’s even been announced https://t.co/38nx2CPpRO
72,2022-02-01 18:46:57+00:00,"I'm kinda scared DreamWorks is abandoning all their old franchises

I mean sure they should have just let Shrek be but potentially ending Madagascar on a preschool show and using KFP to do shitty collabs with clothing lines and awful mobile games? That's just sad"
73,2022-02-01 18:43:56+00:00,"@americanwombat When you were doing 3D animation do you think you would have had an answer to where ""dreamworks face"" came from?"
74,2022-02-01 18:40:02+00:00,"This just makes me sad tbh

Is this all what DreamWorks thinks of KFP now? A machine to pump awful collabs like this? Or did they just abandon it and let everyone else do whatever with it?

Either way, I'm just depressed about this"
75,2022-02-01 18:37:57+00:00,"@BDLhouston Regardless it wasn’t supposed to be shown, seeing dreamworks deleted the post on Instagram and reuploaded it with old clips lol"
76,2022-02-01 18:34:22+00:00,"@moricalliope Same goes for everything really.
For example, I don't like Shrek, or any other production by Dreamworks, Pixar and/or Disney. With a few exceptions.

Looking forward to the Jojo Karaoke."
77,2022-02-01 18:33:45+00:00,Now apparently Dreamworks deleted the insta post and reuploaded it with old clips 💀 https://t.co/bEHvfhuXCB
78,2022-02-01 18:26:19+00:00,"FOLLOW ME
@dreamworks_usa 
RETWEET 
HEART"
79,2022-02-01 18:23:47+00:00,@Alberto9Herrera Is interesting that everybody knows DreamWorks for the animated films more than the live action films
80,2022-02-01 18:23:07+00:00,Chatty Patty's Place: Watch New Clips From DreamWorks Gabby’s Dollhouse ... https://t.co/Hogdu3rj23 #ad
81,2022-02-01 18:21:28+00:00,"Nowadays, the live-action DreamWorks studio is now an adult drama label for Amblin (which signed a new deal with Netflix recently after being with Universal for so long). https://t.co/nwI2yhnTvT"
82,2022-02-01 18:20:06+00:00,"@liltruckerbae @Snow_Blacck Don’t be mad but this is def not Disney 😂😂😂

It’s dreamworks animation"
83,2022-02-01 18:12:04+00:00,imagine if the dreamworks face was considered bedroom eyes
84,2022-02-01 18:05:37+00:00,"@SamGammaCrow Dreamworks went really hard for the sequels to Shrek, KFP, and HTTYD and I love it

also Shen is cute, I'd hug so that's a plus"
85,2022-02-01 18:05:34+00:00,@Dreamworks The eye hey 😉
86,2022-02-01 18:02:24+00:00,"No joke, but for a split second, I completely forgot this DreamWorks brand still exist. I'm so used to the animation studio. https://t.co/XnKblkN0hX"
87,2022-02-01 18:02:12+00:00,@Dreamworks @DreamWorksTV For when Camp Cretaceous season 5 ? 🦖
88,2022-02-01 17:57:41+00:00,did dreamworks seriously leak some of jwcc s5 or do we think it was on purpose
89,2022-02-01 17:53:01+00:00,@ItsA_Trapezoid @SpiderBlack_yt Promotional of Dreamworks TV channel
90,2022-02-01 17:49:42+00:00,"«-(¯`v´¯)-« 𝓗ｅＬ𝓵ⓞ, 𝔤𝕆ｏ𝓓 мＯ𝓇ⓝƗｎᵍ »-(¯`v´¯)-»
FOLLOW ME @dreamworks_usa 
RETWEET
HEART"
91,2022-02-01 17:49:10+00:00,"@zinoman @davidpom2000 @JMcGuireMLB DreamWorks wasn't founded until 1994, three years after What About Bob was released, though."
92,2022-02-01 17:49:02+00:00,@Dreamworks We love a mama Tigress! @Dreamworks please give us a sequel! We love Tigress 🐯 https://t.co/pvzDdk6nAH
93,2022-02-01 17:45:26+00:00,Camp Cretaceous season 5 tease from Dreamworks TV promo https://t.co/AoHRxh8vxJ
94,2022-02-01 17:45:17+00:00,"@amandawtwong @e1n Basically! Ben was already friends with Elsa. She found out he was gonna be starting at DreamWorks, so I obnoxiously slid into his twitter DMs to say HIIII because I was sad at work &amp; wanted to make friends lol."
95,2022-02-01 17:19:43+00:00,@baekugo_ ur doing the obligatory dreamworks character smirk
96,2022-02-01 17:16:46+00:00,@Dreamworks I need Kung Fu Panda 4 merch https://t.co/WKPYCS6goE
97,2022-02-01 17:13:50+00:00,"Join us today at 12:30 p.m. for our FREE Speaker Series. Gene Ragan will be sharing his experience catalyzing innovation at Amazon, DreamWorks Animation and Apple. https://t.co/ToaWuvtIUf. https://t.co/MhFP7TgwcY"
98,2022-02-01 17:12:56+00:00,"@kmoviesdramas23 The 2d DreamWorks stuff were amazing: prince of Egypt, Sinbad, El Dorado etc. Also toy story, Hercules, Mulan, action man, sonic the hedgehog, Shrek, JL animated series, batman series, Popeye, tin tin etc. You?"
99,2022-02-01 17:11:42+00:00,"#RT @Dreamworks: Wishing you prosperity and good fortune! 🧧🐯🏮 Happy Lunar New Year and Year of the Tiger!

🎨: Ruolin Li, Megan Kallas, Elie Carlos, Miguel Alvarez https://t.co/gUpJgEhJGv"
100,2022-02-01 17:11:03+00:00,"Now Hiring: Counsel, Business &amp; Legal Affairs, DreamWorks Television (Los Angeles, CA) https://t.co/mVQufRUjXP"
101,2022-02-01 17:07:49+00:00,"Example of how many franchises #DreamWorks own
shrek
How to train your dragon
Croods
kung fu panda
Madagascar
monsters vs aliens 
Over the hedge 
Antz &amp; BEE movie
And as much as I hate them Trolls"
102,2022-02-01 17:07:15+00:00,@WordleNFT @Dreamworks @nytimes @nytimesarts @nytimesworld your intellectual property is being used in a commercial manner without your permission
103,2022-02-01 17:06:04+00:00,@dreaminghiII *Dreamworks eyebrow raise and smirk*
104,2022-02-01 17:00:47+00:00,"New #JurassicWorldCampCretaceous season 5 clip upload by @Dreamworks
#campcretaceous 
#JurassicWorldDominion https://t.co/m2zMnj1aZX"
105,2022-02-01 16:55:44+00:00,@CUPC4ITLYN A Sony e a DreamWorks https://t.co/J6pMpx2jP7
106,2022-02-01 16:54:07+00:00,@SKaa3w @leoncing2015 @madorni No bro yo soy mas de Dreamworks
107,2022-02-01 16:53:31+00:00,@Dreamworks @DreamWorksTV Congratulations!!! More @veve_official drops please. 😁⭕️❤️
108,2022-02-01 16:48:18+00:00,@ShittyHaloTakes @heinrich_merwe DreamWorks CoD got me harder than it should have
109,2022-02-01 16:46:55+00:00,"The first clip of #JurassicWorld #CampCretaceous Season 5 has been released on Instagram by the Official Dreamworks Account!

Trailer before #JurassicWorldDominion's?

Check it out and watch the breakdown here: https://t.co/rWtc4CIcVk https://t.co/NiYCc2L9K4"
110,2022-02-01 16:40:21+00:00,@VeVeViral I’ve been saying it for like 2 months. The very first @Dreamworks NFT is only $100 for the Common. This is a great stack. No way this shouldn’t be 500 gems in the next few month or once Dreamworks drops another one. (Yes I own some don’t listen to me)😁
111,2022-02-01 16:39:38+00:00,"dreamworks was insane for that first fight in Kung Fu Panda 2, nuts"
112,2022-02-01 16:38:58+00:00,2 things dreamworks posted to their social medias that seem to feature some new camp cretaceous clips https://t.co/0qvqlkU1MR
113,2022-02-01 16:33:26+00:00,@Dreamworks @BookCameo what the hell is wrong with his face
114,2022-02-01 16:31:55+00:00,"@RoaminBison @terraswill @bioniclegoodguy Dreamworks, Sony Animation and Disney are massive studios with a lot of money in their pockets, of course their movies will have higher budgets."
115,2022-02-01 16:29:47+00:00,@noobde Would you like to see DreamWorks characters in Multiversus?
116,2022-02-01 16:29:01+00:00,"@terraswill @CowboyBarbaryn @bioniclegoodguy Simply not true. Klaus is a beautiful film and costs substantially less than Dreamworks/Sony Animation/Disney/Pixar films.  Same goes for every 2D film in the past 5 years, including ‘big’ ones like Wolfwalkers. budgets for the films shows this to be true over and over again"
117,2022-02-01 16:25:56+00:00,DREAMWORKS*** 😭
118,2022-02-01 16:23:59+00:00,@zinoman @JMcGuireMLB Fun fact: When Woody Allen had a deal w/ Dreamworks Katzenberg met with him and supposedly offered him either lead role in Bob. Don't know if directing it was an option but WA at the time had advertising control during and after Orion.
119,2022-02-01 16:17:37+00:00,@Lisa_C06 @mgnesium69 sorry to disappoint maar shrek is van dreamworks... niet van disney...
120,2022-02-01 16:16:14+00:00,"The show features what DreamWorks calls a “signover”: conceptually similar to the standard audio-only voiceover, but done in sign language instead of a narrator’s voice. (via @steven_aquino @Forbes) https://t.co/xAPVGQgFf7"
121,2022-02-01 16:11:01+00:00,@KaiserBeamz Oh god they all have the dreamworks smirk
122,2022-02-01 16:09:08+00:00,"Peter Gal on the DreamWorks Animation Model
https://t.co/QbmcGrvqTm https://t.co/uRrRXXzUVe"
123,2022-02-01 15:59:24+00:00,@TheAnything_Bot A DreamWorks character in all star brawl?
124,2022-02-01 15:58:13+00:00,Dreamworks/Netflix/Mattel: Epilogue/More seasons of She-Ra! - Sign the Petition! https://t.co/e0lJDP2PZy via @ChangeOrg_India
125,2022-02-01 15:54:58+00:00,"@thrillgeek Shrek 4D, Fear Factor, and KidZone (which did get some movement with Dreamworks Destination) are basically the last big problem spots for USF."
126,2022-02-01 15:52:21+00:00,I'm still mad that they all have the tilted DreamWorks smile https://t.co/ITgPJiLxo5
127,2022-02-01 15:42:14+00:00,Peter Gal: “We’re not going to overlook an opportunity to do something exciting based on DreamWorks or Universal IP. But [originals are] always going to be a healthy part of our development slate.” #TVKidsFestival https://t.co/Dmnag6hTSo
128,2022-02-01 15:35:53+00:00,"tried watching the new star trek cgi cartoon show which i only found out existed today and god what is it with western animated properties and ""goofy male dweeb protagonist who makes a dreamworks face and tries to do stand-up comedy"", every single one has a guy like this"
129,2022-02-01 15:35:40+00:00,@ShytoshiKusama That moon almost looked like a DreamWorks moon.  Just saying.
130,2022-02-01 15:34:28+00:00,@FalKoopa_ huge dreamworks tv cartoon vibes
131,2022-02-01 15:33:54+00:00,"DreamWorks Animation’s Peter Gal at #TVKidsFestival on Dragons: The Nine Realms: “We felt like it was time in television to do something new, to eventize this new series. So we brought the action forward 1,500 years, out of Viking times and into the modern day.” @Dreamworks https://t.co/6qsAe9QHsf"
132,2022-02-01 15:30:12+00:00,"@Bitboy_Crypto @BoredApeYC @Pluto_Alliance @GutterCatGang @doodles Hahah you're funny you are man. You only write because you bought it yourself. These NFTs are worth nothing. Want a real NFT which has a value ??? Then check out @veve_official . VEVE have licenses from Disney, Marvel, DC, Universal, Pixar, DreamWorks, Citroen and manyyyy other! https://t.co/y6hZ1h5NKj"
133,2022-02-01 15:20:22+00:00,"I gotta get back into a drawing groove, but follow me! My birthday is coming up tomorrow and I currently draw ( DreamWorks ) Trolls and Trolls humanizations a LOT 😁 https://t.co/d9SVr3a9o6"
134,2022-02-01 15:17:28+00:00,@Dreamworks @DreamWorksTV you did anyone remember this show called Storm Hawks? https://t.co/PfaU254Qbt
135,2022-02-01 15:14:06+00:00,"Disney/Pixar/DreamWorks, czasem Sony i Fox https://t.co/WoKhlHth6h"
136,2022-02-01 15:13:09+00:00,"#OnAirNow Justin Timberlake - CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS""), https://t.co/pKUHLGM756 or https://t.co/Nk3kvYxQOh IndieMUSIC mainstreamMUSIC Help keep the station going if you can donate here https://t.co/o5i2UeMCXd https://t.co/JoB8tUZtl7"
137,2022-02-01 15:13:05+00:00,@PaulyShore @Dreamworks so excited!!
138,2022-02-01 15:12:13+00:00,@Dreamworks @DreamWorksTV Why? Just partner up with Netflix!
139,2022-02-01 15:11:38+00:00,"#RT @Dreamworks: a new 🏠 for all things 📺 

 DRMWRX is now @DreamWorksTV https://t.co/476zFxUYmT"
140,2022-02-01 15:05:56+00:00,@Dreamworks @DreamWorksTV I can’t find this app anywhere. Is it not out yet?
141,2022-02-01 15:04:50+00:00,DREAMWORKS KEPT SPOILING US OMG #campcretaceous https://t.co/IJV5gfZ9F8
142,2022-02-01 15:03:01+00:00,whenever the government needs a public distraction they force dreamworks to release a new ice age movie
143,2022-02-01 15:01:38+00:00,@aleeyahawyeah Yup. Heard dreamworks zone tak approve ip rights etc soo cam banyak gak prob
144,2022-02-01 14:57:58+00:00,"@ThatRatcatcher Aw samesies! That one was super common. I saw that, RotS, Ice Age 3, &amp; a couple others. A lot of Dreamworks got shown in school cause this one teacher was the master at bootlegging."
145,2022-02-01 14:43:56+00:00,@C0SMIC_CADET Dreamworks themselves put some on tiktok
146,2022-02-01 14:41:10+00:00,TENDIESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS @dreamworks
147,2022-02-01 14:33:46+00:00,I have so many questions???? The fake blood?? The Dreamworks moon man tattoo?? The MASK??? https://t.co/5c70l4kn9M
148,2022-02-01 14:30:01+00:00,Sometimes I wonder if that kid in the Dreamworks logo has caught a fish yet.
149,2022-02-01 14:21:24+00:00,dreamworks literally punished animators by making them work on shrek and i think about it all the time https://t.co/HFk6Nb9XQo
150,2022-02-01 14:16:42+00:00,"Check out the hit new movie from Dreamworks that has everyone talking, yelling and crawling! 'The Boss Baby' - he's a born leader! #BossBaby"
151,2022-02-01 14:10:18+00:00,"💙MY SON 6TH BIRTHDAY 🎉 WAS AMAZING! WE KICKED IT OFF WITH A PARTY AT THE GAMEROOM JAKS, WITH FAMILY AND FRIENDS. NEXT DAY HOPED ON A PLANE WENT TO NEW YORK, STAYED IN JERSEY, WENT TO NICKELODEON UNIVERSE SATURDAY, DREAMWORKS WATERPARK SUNDAY. ANYTHING FOR MY BABY BOY💙 https://t.co/vuJ7n6flCj"
152,2022-02-01 13:44:42+00:00,"Anyone else remember the golden age of Netflix animation knock-offs?

Like some animation studio somewhere would see Kung Fu Panda on Dreamworks release schedule and make Karate Badger over the weekend?"
153,2022-02-01 13:16:43+00:00,"I love Sanders' Toothless but he could never muster the absolute bastard energy book Toothless has. 

Also make Fishlegs Hiccup's adopted brother again DreamWorks robbed us of that"
154,2022-02-01 12:45:42+00:00,"@DisneyTVA @netflix @Nickelodeon @peacockTV @DisneyChannelPR @NickelodeonPR  @VIZMedia @Dreamworks Hey there’s this really cool pilot called Trick Moon that has a lot of demand but was turned down by Cartoon Network, I’m sure buying it would be worth it and would surely pay back https://t.co/6I31Nnqsvl"
155,2022-02-01 12:40:25+00:00,"Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
156,2022-02-01 12:39:03+00:00,"The whole Joe Rogan shitshow is liberals fed with Disney and Dreamworks commodities, thinking their time has to come to beat the big bad bully who does sports and makes money and isn't very smart and stuff
And then after they win, they take the gurl to prom"
157,2022-02-01 12:29:32+00:00,"@SUPSUP45 @MegamanRA @mexopolis DreamWorks is not safe either. Take Kipo as example.

I always feel bad when other animated series - even ones that won dozen of awards like Kid Cosmic, Hilda... - barely got any marketing ( or piss poor ) in their entire production, then they'd slowly be forgotten over time."
158,2022-02-01 12:24:01+00:00,Dreamworks Spotlights Deaf Culture And Disability Representation In 'Madagascar A Little Wild' Series #madagascar https://t.co/hn36pnHDoA
159,2022-02-01 12:14:09+00:00,"The Tangiers ft. RJ Payne - ""DreamWorks"" https://t.co/gVvZ0AIhWh https://t.co/cuTjtkHgEO"
160,2022-02-01 12:14:08+00:00,"The Tangiers ft. RJ Payne - ""DreamWorks"" https://t.co/BuLbuTcquQ https://t.co/r1ALRrviT5"
161,2022-02-01 12:01:59+00:00,@moumekie @bonicle4 dreamworks pose
162,2022-02-01 12:01:40+00:00,"We are delighted to welcome Addy Ghani to team disguise as our VP of Virtual Production. Addy brings over 15 years of experience in feature animation and VFX for companies like DreamWorks and RYOT.

Read more about Addy: https://t.co/wXJZnZjedZ

#createtogether"
163,2022-02-01 11:51:24+00:00,@glenndunks @messy_tony @mreeyore This LOL is for &amp; at Dreamworks
164,2022-02-01 10:49:47+00:00,@dissolvedpet @messy_tony @mreeyore Wasn’t there also a Dreamworks one?
165,2022-02-01 10:34:06+00:00,@ArghZombies It's good fun. I think it was one of the first things released by Dreamworks.
166,2022-02-01 10:00:00+00:00,"@Dreamworks has been praised for highlighting deaf culture in Madagascar: A Little Wild.

The series features a deaf chimpanzee named Dave, and for deaf audiences Dreamworks uses a 'voice-over', like an audio description but in sign language. 

More 👉 https://t.co/FFQ6q9H0I2"
167,2022-02-01 09:57:39+00:00,Someone phone up the Dreamworks boardroom and ask why they haven't done a Shrek x Kung Fu Panda x Megamind x How to Train your Dragon thing yet. It's the decade of the crossover-cameos and they're sitting on an untapped goldmine.
168,2022-02-01 09:50:18+00:00,Oh shit has anyone checked on the DreamWorks kid on the moon????? Is he ok!?!?!?! What if he's fallen off!?!??!?@?@
169,2022-02-01 09:38:14+00:00,@PUPPERCASE Not enough because I watched the whole trailer and am absolutely in disbelief that this is made by Dreamworks.
170,2022-02-01 09:28:44+00:00,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @phoenix_collect #poshmark #fashion #style #shopmycloset #dreamworks #ralphlauren: https://t.co/h55Av4I4IM https://t.co/eBBy3LKOMc
171,2022-02-01 09:04:56+00:00,"I CAN'T 
THIS EXISTS 
I'M CRYING FUCK YOU DREAMWORKS I HATE YOU SO MUCH"
172,2022-02-01 09:00:30+00:00,@Dreamworks hey what the fuck
173,2022-02-01 08:58:34+00:00,isn’t rons gone wrong like a dreamworks movie 🧍‍♀️
174,2022-02-01 08:24:48+00:00,"Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures.

#GabbysDollhouse S4 (2022), now streaming on @NetflixIndia.

@Dreamworks @gabbysdollhouse https://t.co/XMPcA0X9VX"
175,2022-02-01 08:17:39+00:00,Universal Pictures/DreamWorks Pictures/Walden Media/MGM  may 4th 2022  champion of ultra new winner wonderful excited for coming soon of ultra 🎥🎥🎥🎥🎥🎥🎥🎥🎥🎥 https://t.co/UJWLHwxGxS
176,2022-02-01 08:11:18+00:00,"@Dreamworks 

Explain yourselves this instant. https://t.co/RcyesguhN6"
