,date,content
2091,2022-01-09 01:25:25+00:00,@MericaPete @JasonIsbell @Dreamworks @iamcardib You must not play any classic rock around kids if you really feel this way. Do you know what kind of things they got up to?
2092,2022-01-09 01:19:39+00:00,@MericaPete @JasonIsbell @Dreamworks @iamcardib I don't think anyone was suggesting WAP be on the soundtrack?
2093,2022-01-09 01:18:38+00:00,Dreamworks 😂😂😂 https://t.co/YluP0tNrKx
2094,2022-01-09 01:17:41+00:00,"@The_Obi1 Yeah, DreamWorks Animation is really underrated sometimes."
2095,2022-01-09 01:13:49+00:00,Non DreamWorks example of a movie 😅: https://t.co/uNLIN26ant
2096,2022-01-09 01:11:22+00:00,"Wolf from Dreamworks The Bad Guys. This was so fun ❤️, please check out…."
2097,2022-01-09 01:10:21+00:00,For me it's usually DreamWorks movies I love. Best examples are: https://t.co/nbSbLGXfBd https://t.co/EhUbhcRorj
2098,2022-01-09 01:10:12+00:00,DreamWorks… 🤣🤣 https://t.co/WseX71L96X
2099,2022-01-09 01:06:19+00:00,@jiggyjayy2 DREAMWORKS😭😭😭
2100,2022-01-09 01:03:54+00:00,@AJCI282002 And one more you have a top 5 or 10 DreamWorks movies?
2101,2022-01-09 01:02:40+00:00,dreamworks would’ve done it tho 🤷 just saying!
2102,2022-01-09 00:51:57+00:00,@jiggyjayy2 DreamWorks 💀💀💀
2103,2022-01-09 00:50:52+00:00,"Cuban Link, Cuban doll, Dream doll, DreamWorks, i be lost on who is who ngl🤣🤣🤣"
2104,2022-01-09 00:47:12+00:00,💙🎶🎭👑🇪🇬 ~ It has been an honor being involved with this show ~ we came from across the Pond in February 2020! Love to you all! @Dreamworks #DreamWorksTheatrical #MaryMaggio 💙 @Samarce2 💙 @composerstephen @ScottSDirect #RaminSabi 💙 https://t.co/I832aq5pGP
2105,2022-01-09 00:46:15+00:00,@lilbittybit__ Back when Dreamworks were releasing ✨MASTERPIECES✨
2106,2022-01-09 00:37:42+00:00,"@fffunkboy besides sims , this just gives me big nature adventure / dreamworks movie vibe i just love it so much , puts me in a good mood :))))"
2107,2022-01-09 00:35:57+00:00,"@yaaspryn Proof, plus grand DreamWorks objectivement https://t.co/rnz6DnNf0n"
2108,2022-01-09 00:35:50+00:00,"@super_saiyan_5 @Movieblock2 @GailSimone @Pixar No, Dreamworks is famously the name of the movie with one robot left alone on a trash heap planet as humanity lives in space stations."
2109,2022-01-09 00:30:51+00:00,@PhoenixTheWolf_ I'm not into vore but clearly Dreamworks is https://t.co/04HVA57VGy
2110,2022-01-09 00:26:05+00:00,@Spacellamaaaa I’m doing the dreamworks face
2111,2022-01-09 00:20:55+00:00,@Movieblock2 @GailSimone @Pixar Shrek is Dreamworks. They’re famously not connected to Disney at all.
2112,2022-01-09 00:19:28+00:00,@RealBrickPal I wish the nimona movie wasn’t canceled but what dreamworks or Netflix or animation studio others buy nimona movie to Finish it
2113,2022-01-09 00:17:30+00:00,@MericaPete @JasonIsbell @Dreamworks @iamcardib What is WAP?
2114,2022-01-09 00:13:05+00:00,@GailSimone @Pixar You're trolling again. Everyone knows Mulan was from Dreamworks.
2115,2022-01-09 00:01:27+00:00,@EveryHourly @Dreamworks Sounds like someone hasn’t had family die yet. Lucky.
2116,2022-01-10 23:57:19+00:00,Really close to being a dreamworks face https://t.co/ntWZled0Ke
2117,2022-01-10 23:49:51+00:00,@IiW3nde DREAMWORKS
2118,2022-01-10 23:45:14+00:00,@carlosgb314 Ay no esa es de DreamWorks
2119,2022-01-10 23:42:59+00:00,cant stop thinking about the extremely popular onceler artist being a storyborder for FUCKING DREAMWORKS AND MARVEL
2120,2022-01-10 23:41:53+00:00,Onto dreamworks
2121,2022-01-10 23:39:48+00:00,"I've heard that #Dreamworks is about to release Tim Story's original version of Harold and Maude.

#ReleaseTheStoryCut"
2122,2022-01-10 23:38:43+00:00,@Schaffrillas What's the one thing you wish Disney and Dreamworks would each do/change to up their movie game in the coming decade?
2123,2022-01-10 23:35:08+00:00,@hildatheseries @MatthewLego31 @netflixfamily @SilvergateNYC You should feature those Trolls from DreamWorks
2124,2022-01-10 23:33:41+00:00,@Schaffrillas will you ever check out the cinematic masterpiece boss baby 2 so you can understand how it is indeed the superior DreamWorks movie to watch whilst high on marry jah wahnee
2125,2022-01-10 23:32:09+00:00,NowPlaying CAN T STOP THE FEELING From DreamWorks Animation s Trolls Official Video - Desconocido https//.paoshiproducts.com 23:31
2126,2022-01-10 23:28:52+00:00,"@FluteNerd73 It's one of the best animated shows I've seen. the creator fought hard to make those two a couple, and she was able to convince DreamWorks to let it happen because of how popular the ship was online with fans after season 1 aired. I'm so happy it exists 🥰"
2127,2022-01-10 23:26:48+00:00,"@SalivsOri claro, e a DreamWorks inclui a Illumination"
2128,2022-01-10 23:23:01+00:00,@IiW3nde DreamWorks
2129,2022-01-10 23:20:52+00:00,@IiW3nde DreamWorks
2130,2022-01-10 23:10:35+00:00,CASE OF 50 Dreamworks Gabby's Dollhouse Scratch and Sticker Journal NEW MSRP $15 https://t.co/BqrsmB20in eBay https://t.co/e0SbUi0DFO
2131,2022-01-10 23:05:33+00:00,"Looks like ML deformers for realtime are finally a thing. Recalling that great research from dreamworks: https://t.co/pUSyOOUwlK
Great job https://t.co/wWUdo7OZut"
2132,2022-01-10 23:03:18+00:00,"@banana_queen 9h honey you're giving them too much credit. I'm sure this was the plan all along. An thats why they made that ending to act as a set up for the series.

This is DreamWorks we're talking about. They stopped caring about art and good storytelling years ago."
2133,2022-01-10 22:58:28+00:00,"@Pifase_does_MC At universal Orlando, they should turn it into the secret life of pets ride and at Hollywood, it should be turned into some sort of show/4-D ride where multiple DreamWorks IPs can be used"
2134,2022-01-10 22:55:14+00:00,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official... https://t.co/RF4u7lZI7q via @YouTube"
2135,2022-01-10 22:52:45+00:00,Check out DREAMWORKS SPIRIT UNTAMED HORSE CHRISTMAS TREE ORNAMENT #Hallmark #Christmas https://t.co/yz6F6FNbse via @eBay
2136,2022-01-10 22:50:20+00:00,@filthy_animal @Dreamworks It looks a puppy.
2137,2022-01-10 22:40:42+00:00,TENDIESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS @dreamworks
2138,2022-01-10 22:40:41+00:00,OMG WIG the dreamworks shera account on instagram asked if they could repost my entrapta artwork 😭
2139,2022-01-10 22:32:43+00:00,"professor: and this is work from my previous students that now work at Cartoon Network and Dreamworks! :) you'll be doing this exact assignment!

me: *sweats nervously*"
2140,2022-01-10 22:31:01+00:00,"@lgbtarrons @Dreamworks @DRMWRX She lived, she served cunt, and she got abandoned by her bf /j"
2141,2022-01-10 22:24:48+00:00,@_FireMonkey Not an anime but a DreamWorks How To Train Your Dragon image 👀 https://t.co/oT2Wxv9yLK
2142,2022-01-10 22:24:31+00:00,"Dont forget...nobody can get u down unless u let them! 
#Dance becuz it pisses them off 😁🤣 #MondayMood  #MondayMotivation 
CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official... https://t.co/aWp73q6Cig via @YouTube"
2143,2022-01-10 22:23:10+00:00,"@banana_queen Because it gives DreamWorks a chance to make a new series for HTTYD set in the modern day via a time skip. 
https://t.co/2tB0Su7Ye6 https://t.co/O3Xpio2PSl"
2144,2022-01-10 22:17:39+00:00,"like Dreamworks, please I don't wanna old yeller you too and say you're on the Disney route 'cause you made some bloody masterpieces in the past please bud"
2145,2022-01-10 22:12:53+00:00,"@rankingthemouse My kids love the minions.
Now, I'm sure they would've liked a DreamWorks attraction too.

I think, like Shrek, Universal is financially invested in the Despicable Me/Minions franchise more than some of the other IP. 🤷🏼‍♂️"
2146,2022-01-10 22:07:46+00:00,@rankingthemouse Seriously they just should of done the DreamWorks theater but with a different show from Hollywood
2147,2022-01-10 22:01:25+00:00,"@ThemePark_Nerdo @chasedi9 @AnimationNoCont And Dreamworks also had few swear words in their early movies too, Antz is the perfect example just for that"
2148,2022-01-10 21:53:13+00:00,Dreamworks is really taking its time with Megamind 2 huh?
2149,2022-01-10 21:52:55+00:00,"@LordAdoraSIR @dragon_w_sword Oh, Pixar

I was between Pixar and DreamWorks, but they haven't made the She-Ra movie yet so 😤 Pixar it is"
2150,2022-01-10 21:35:15+00:00,@theahsokathanos I know but the DreamWorks theater was perfect idea
2151,2022-01-10 21:33:42+00:00,"To this day, I think this was a very memorable plot twist from @Dreamworks https://t.co/WQB6Rtxuts"
2152,2022-01-10 21:32:49+00:00,really cursed letterboxd stats on account of that time last year where i watched 30 something Dreamworks movies https://t.co/skkGmPgyGF
2153,2022-01-10 21:24:39+00:00,"@Dreamworks, Just discussed with son (6) about where Tai Lung went after #kungfupanda did #skadoosh. Since Kai went back to the after life, my son´s view was that Tai Lung must have gone back to prison. Promised I´d ask KFP so would be truly grateful if you could help me out here"
2154,2022-01-10 21:19:05+00:00,"@UniNewsToday Why couldn't they literally afford to turn the old Shrek 4D theater into the DreamWorks Theater(w/KFP) or be the Floridian home of Sing Live(as seen in Japan), because this makes no sense to have two Minion/DM themed experiences across from each other"
2155,2022-01-10 21:12:30+00:00,@Dreamworks I cant wait!
2156,2022-01-10 21:11:41+00:00,@insideuniversal @UniversalORL Universal buying Dreamworks was a mistake.
2157,2022-01-10 21:10:59+00:00,@wasabijean @YolkaDolka Ozzy doing the DreamWorks face
2158,2022-01-10 21:10:06+00:00,"Schedule for the week:
Tuesday 11th January: Dark Souls II: Scholar of the First Sin
Wednesday 12th January: Dreamworks Dragons: Dawn of New Riders featuring Maisie!
Friday 14th January: Atelier Rorona: The Alchemist of Arland
Hope to see you there
#vtuber #ENVtuber"
2159,2022-01-10 21:09:27+00:00,@YolkaDolka the DreamWorks face aka God tier
2160,2022-01-10 20:58:47+00:00,"@ildrewvenire This may be a bit unlikely, but I kinda hope in their upcoming Epic Universe park, we get a Shrek mini-land similar to the one at Universal Singapore. Dragons is getting a whole land at the park and it's a kind of done Dreamworks franchise and Shrek is still somewhat popular. https://t.co/oDQ3anoOHs"
2161,2022-01-10 20:43:39+00:00,DreamWorks nailed more masterpieces than Pixar
2162,2022-01-10 20:30:07+00:00,HELLOOOOO? @Dreamworks
2163,2022-01-10 20:13:42+00:00,"@ShapedInternet gross. they very visibly had this flash game/newgrounds inspired style and its all been washed away for the ""DreamWorks smooth"" marketable blandness"
2164,2022-01-10 20:09:35+00:00,@idiotdoodoohead Dreamworks face
2165,2022-01-10 20:01:27+00:00,@JakeVantas &gt; She sits down and takes some popcorn. Dreamworks studio man. So good.
2166,2022-01-10 19:56:09+00:00,@denimans69 those fucking dreamworks eyebrows are ticking me off. thus look so much like the GOD DAMN FUCKING DREAMWORKS FACE.
2167,2022-01-10 19:52:05+00:00,Mano DreamWorks a melhor de todas
2168,2022-01-10 19:49:24+00:00,Check out this listing I just added to my #Poshmark closet: DreamWorks trolls fuzzBert tote bag NWT. https://t.co/vm2Ae1VV8H #shopmycloset @poshmarkapp
2169,2022-01-10 19:42:45+00:00,"From the Shrekopedia Wiki: ""Gingy is the first Dreamworks Animation male character to become stronger than god."""
2170,2022-01-10 19:37:07+00:00,@Dreamworks thats new villain in shrek 5🙏🙏🙏🙏🙏🙏 https://t.co/mBxZFt1WK2
2171,2022-01-10 19:32:08+00:00,@netflix @DRMWRX @Dreamworks @RealGDT we aren't ready to say goodbye! 💔 please give us more of them! #releasethetoashorts #TalesOfArcadia #toa #Trollhunters #jlaire #jimlakejr https://t.co/pZbOqDqDCf
2172,2022-01-10 19:25:44+00:00,what disrespect on the part of dreamworks in not giving us an official image of big and lil eatie https://t.co/qB7lO9iaCu
2173,2022-01-10 19:25:39+00:00,@Dreamworks Hair fluffy grow
2174,2022-01-10 19:21:56+00:00,"FOLLOW ME
@dreamworks_usa"
2175,2022-01-10 19:21:15+00:00,@JoeLongBalls Watching them do the DreamWorks face is killing me
2176,2022-01-10 19:17:36+00:00,Theme park rant but like Cali’s Universal replaced their Shrek 4D with a Dreamworks theater which is a good move imo. Have a 4D movie run of some series and switch to a new one when the time comes. Having two Minions attractions in the same place just seems like overkill https://t.co/hOq4QiDqp6 https://t.co/QdRmsGcwhQ
2177,2022-01-10 19:17:21+00:00,"@ReineDuLeon Oh I know. The creator of Dreamworks used to work for Disney, but because they refused to use his animation ideas he decided, “Fuck you Disney, I’m gonna do it anyway, and you’re not making any money from it.”"
2178,2022-01-10 19:17:10+00:00,"@Dreamworks Like when @WWERomanReigns is attacked by @BrockLesnar. At that point I have to put the family feud down and stick with the #Dynasty!  Take him apart, Leati!!"
2179,2022-01-10 19:16:40+00:00,"@DisneyTVA @netflix @Nickelodeon @peacockTV @DisneyChannelPR @NickelodeonPR  @VIZMedia @Dreamworks Hey there’s this really cool pilot called Trick Moon that has a lot of demand but was turned down by Cartoon Network, I’m sure buying it would be worth it and would surely pay back https://t.co/8HL6zNktYl"
2180,2022-01-10 19:11:55+00:00,@vminfox mo bao top 10 filmes da DreamWorks
2181,2022-01-10 19:10:33+00:00,Why is this dog making the Dreamworks face 😭 https://t.co/pYKra89gop
2182,2022-01-10 19:05:03+00:00,@ReineDuLeon Fairy Godmother is the Mother Gothel of Dreamworks
2183,2022-01-10 19:04:32+00:00,"@Dreamworks As I would quote from Mr Piranha ""All good brotha?"" ^^;
Sssso glad to sssee another Bad Guyssss tweet from Dreamworksss themsselvesss. :)"
2184,2022-01-10 19:04:12+00:00,@UniversalORL Please have the Shrek replacement be Dreamworks related
2185,2022-01-10 18:52:01+00:00,"@Dreamworks @netflix Are there complete versions of the songs that are sung for the auditions? My 7-year old is desperate to singe ""She knows"" and ""Can't tell a book""..."
2186,2022-01-10 18:50:21+00:00,"@bubbIedragon Which dreamworks movie we talking about here
The dreamworks face varies by movie"
2187,2022-01-10 18:48:26+00:00,"@Radrappy For me the movie called The Prince of Egypt (1998, Dreamworks) is one big catalog of frames, that made me dreaming myself as animator.
To bad, I'm no good at drawing."
2188,2022-01-10 18:46:42+00:00,"Dreamworks: “now remember Elton, it’s just a kids movie about the city of Eldorado, no need to go crazy” 

Elton John: https://t.co/X0iYmJ2Moj"
2189,2022-01-10 18:43:46+00:00,"Universal had the perfect opportunity to put the DreamWorks Theatre from Hollywood to Orlando (which could use more 4D shows besides Kung Fu Panda)...

...but NOPE. They HAD to put another Minions ride!!! https://t.co/wykwdThj8w https://t.co/2TsdKtkpuT"
2190,2022-01-10 18:32:15+00:00,Trolls 1 &amp; 2 were some of dreamworks best movies 🤷🏾‍♀️ https://t.co/WIqmYhYgCt
2191,2022-01-10 18:31:19+00:00,Why does he look like the most generic Soni/Dreamworks mc ever? https://t.co/l1tcuRtxp4 https://t.co/6yquw9WCJe
2192,2022-01-10 18:28:45+00:00,What if we... did a dreamworks movies marathon 😳
2193,2022-01-10 18:26:47+00:00,@Dreamworks ALSO Megamind 2 when
2194,2022-01-10 18:26:25+00:00,"Renovation of Flat at Mashriq Center, Gulshan e Iqbal by DreamWorks Design and Construction https://t.co/HxQvWpMfLL"
2195,2022-01-10 18:23:58+00:00,"Renovation of Flat at Mashriq Center, Gulshan e Iqbal by DreamWorks Design and Construction https://t.co/snf6vnbvaL"
2196,2022-01-10 18:23:23+00:00,so no dreamworks theater? https://t.co/UOi9GLTkOi https://t.co/x7fF2SsH9X
2197,2022-01-10 18:22:05+00:00,Remember how I said Curious George days are numbered this is why I wouldn't worry about Shrek or Dreamworks rep I feel like the kids zone will turn into a bigger Dreamworks are fingers crossed for more Trolls for me https://t.co/pl8A16EOnW
2198,2022-01-10 18:21:07+00:00,"Renovation of Flat at Mashriq Center, Gulshan e Iqbal by DreamWorks Design and Construction https://t.co/qbUR5Ltwpg"
2199,2022-01-10 18:18:00+00:00,"Renovation of Flat at Mashriq Center, Gulshan e Iqbal by DreamWorks Design and Construction https://t.co/Za9H0yPTNc"
2200,2022-01-10 18:17:02+00:00,"Shrek 4-D is now CLOSED
#shrek #shrek4d #Universal #dreamworks #YouTube 

https://t.co/izwpCYLHH9"
2201,2022-01-10 18:15:30+00:00,@Dreamworks We need Megamind 2
2202,2022-01-10 18:13:50+00:00,"Renovation of Flat at Mashriq Center, Gulshan e Iqbal by DreamWorks Design and Construction https://t.co/aYUaXsmLRe"
2203,2022-01-10 18:13:34+00:00,@Dreamworks lmaooo um did you repost because I compared him to Fuzzy Donkey?? Stop booing me I'm right https://t.co/hYuwrqfT9Q
2204,2022-01-10 18:12:56+00:00,"Dreamworks quotes, but you add ‘you piece of shit’ at the end. 

I've seen someone do a Disney version of it."
2205,2022-01-10 18:11:49+00:00,#RT @Dreamworks: When bad starts to look… good? #TheBadGuys in theaters April 22. https://t.co/bIwZF5qFTZ
2206,2022-01-10 18:11:44+00:00,"@phuongkiki Dreamworks, Kiki Edition XD"
2207,2022-01-10 18:09:14+00:00,@Dreamworks i need kung fu panda 4 merch
2208,2022-01-10 18:05:15+00:00,I love dreamworks.. Yes please. Any day.
2209,2022-01-10 18:04:47+00:00,@Dreamworks DreamWorks rise ?
2210,2022-01-10 18:04:46+00:00,"@Dreamworks It's come full circle, animators https://t.co/O0z5lwQ2Rd"
2211,2022-01-10 18:04:32+00:00,"@Dlrtma Other than that, DreamWorks has an animation style that's very realistic and identical to their references and I wouldn't want to work with that style so it's not in my list of ""studios I would like to work for in the future"""
2212,2022-01-10 18:03:53+00:00,@Dreamworks anyway the new movie looks epic definitely gonna watch that
2213,2022-01-10 18:03:21+00:00,"@Dlrtma Pixar because of their latest movies that are better and better everytime! Disney is a very close second but Pixar. DreamWorks seems on a downhill lately I haven't been enjoying their movies at all those last years,,,"
2214,2022-01-10 18:03:18+00:00,@Dreamworks you yourselves manager to make it look good a whole decade ago https://t.co/mau2NmCoXE
2215,2022-01-10 18:00:47+00:00,@Dreamworks The animation looks absolutely STUNNING
2216,2022-01-10 18:00:02+00:00,@jeeble_s damn. was hoping they'd at least bring Dreamworks Theater to the orlando park
2217,2022-01-10 17:59:04+00:00,Dreamworks has so many good movies. Give one of them attention.
2218,2022-01-10 17:56:09+00:00,"Watch the trailer for #TheBadGuys from @Dreamworks  Animation! In theaters April 22. Starring Sam Rockwell, Marc Maron, Craig Robinson, Anthony Ramos, Awkwafina. 
https://t.co/2eipSTykjD"
2219,2022-01-10 17:51:00+00:00,@HHNstagram I’m thinking the Dreamworks show will move there.
2220,2022-01-10 17:42:20+00:00,"@insideuniversal @UniversalORL When I thought that Shrek 4D is receiving a refurbishment, you would eventually replied “Unfortunately no, Shrek 4D permanently closed on January 9”, the way you did back when the Hollywood version of the ride closed in August 13, 2017 to make way for Dreamworks theater."
2221,2022-01-10 17:39:38+00:00,"@doesafunnyjig Dude I'm watching it right now for critical analysis purposes (like I did with the other films yesterday) and it's driving me insane
I hate how people excuse it's awful writing because it's sad and pretty, but I guess HTTYD is the one DreamWorks property that can do no wrong"
2222,2022-01-10 17:39:08+00:00,@WilHoppe Kung Fu Panda/Dreamworks Theater was there all along…
2223,2022-01-10 17:38:56+00:00,dreamworks ritsu
2224,2022-01-10 17:36:20+00:00,@illumination @Dreamworks @VANS_66 can i have your express permission to make these shoes a reality??? i need some grucci slides… https://t.co/ELOd4TeWxv
2225,2022-01-10 17:33:04+00:00,@conniedocekal1's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
2226,2022-01-10 17:21:43+00:00,"The only thing I got to remember Shrek 4D, glad I got this Dragon-Donkey in my last trip, I'll miss this attraction the next time I go to Universal Orlando 💔😭 #Shrek4D #UniversalStudios #DreamWorks https://t.co/4yXrQa8spA"
2227,2022-01-10 17:07:01+00:00,"As part of the International Year of Fruits and Vegetables, DreamWorks Animation's Trolls are teaming up with the UN and the FAO in a global digital campaign that mobilizes action for a healthy diet and sustainable living  https://t.co/DBHCjMMMZy"
2228,2022-01-10 17:02:21+00:00,who is this scuffed dreamworks looking ass https://t.co/KUQ9MWn2KD https://t.co/oiL2cLOhud
2229,2022-01-10 16:57:51+00:00,@lgbtarrons @DRMWRX @Dreamworks YES YES WHERE IS THEIR SHOW
2230,2022-01-10 16:53:06+00:00,@ssunsgleeful i demand a douxie and archie origins spinoff @DRMWRX @Dreamworks please say yes
2231,2022-01-10 16:39:46+00:00,@ToA_Archive @Dreamworks @UniversalPics Why can't we get a Region 1 box set? 🥺
2232,2022-01-10 16:34:56+00:00,@Simbadrz Dreamworks god
2233,2022-01-10 16:33:21+00:00,Toothless prepares for flight! @Dreamworks https://t.co/GYTEPExZVv
2234,2022-01-10 16:30:41+00:00,@AliAvian Have you done any Disney or DreamWorks characters?  Those could be fun. https://t.co/xXUt6bfsxQ
2235,2022-01-10 16:28:42+00:00,@mocafan69 they look like the ugly character that’s just there for comedy relief in every dreamworks movies
2236,2022-01-10 16:27:06+00:00,"lexi medrano put her HEART and SOUL into her voice work for rott, she served CUNT, she put her whole lexussy into it i could rewatch rott again just to listen to claire’s voice i admire lexi’s talent so much can we get a claire spinoff please @Dreamworks @DRMWRX"
2237,2022-01-10 16:19:50+00:00,@YoRHaAlerts @nintendolife Dreamworks was never owned by Paramount they partnered with them for specific releases. Dreamworks remained an independent company until Universal purchased them in 2016.
2238,2022-01-10 16:18:35+00:00,@popplioikawa science didn't think it was possible but yes folks it's a genuine disney princess who can Dreamworks Face!
2239,2022-01-10 16:07:41+00:00,"@nintendolife Using Shrek in the thumbnail and title is very much clickbait. The rumor is just about TMNT. 

Also, DreamWorks is no longer owned by Paramount, and became an independent company in 2020, so it doesn't even ""open the door."""
2240,2022-01-10 16:05:16+00:00,Access to the entire Dreamworks library and we get another minions ride? 😐 https://t.co/5p6IagThP8
2241,2022-01-10 15:48:17+00:00,"Teamwork makes the DreamWorks. 
That's what makes the Standard is the Standard with the Pittsburgh Steelers!"
2242,2022-01-10 15:46:59+00:00,"You can still play ""Dreamworks/Jealousy etc etc"" to this day and vibe🔥🔥 https://t.co/W7EoDVtU4r"
2243,2022-01-10 15:22:38+00:00,"Hollywood replaced their Shrek ride with a Dreamworks one that combined several franchises. Something like that would be a good replacement for Shrek.

So if the rumors are true and these banana teases are setting up the reveal of ANOTHER Minions ride I'm gonna be so pissed https://t.co/JrVseTIlQh"
2244,2022-01-10 15:19:17+00:00,@ClassiquePlayer @flaviaredpanda why does he have the dreamworks face
2245,2022-01-10 15:12:31+00:00,Really hope dreamworks sends a cease and disist order
2246,2022-01-10 15:11:37+00:00,Hey @Dreamworks just a heads up Norman North Highschool is making an unlicenced recreation of madagascar and its awful
2247,2022-01-10 15:10:07+00:00,"@Mr_MasonThe2nd I know right, I’m asking the same thing too, guess I’m not the only one who thinks having two Minion rides across from each other is absolutely redundant

Guess they didn’t have the budget to bring either the DreamWorks Theater like in Hollywood or a Sing show like in Japan"
2248,2022-01-10 15:05:13+00:00,"@DznyGrlSD Let’s hope it won’t be like this forever, as it makes no sense to incorporate a new ride with characters that already have a ride, why couldn’t they go with the DreamWorks Theater like in Hollywood or a Sing show like in Japan"
2249,2022-01-10 15:02:32+00:00,@piltovercouncil @Diaspro5189 @Dreamworks I call upon the dar oowers of hell grant us this wish! https://t.co/zgUZediLB6
2250,2022-01-10 15:00:45+00:00,"she-ra movie now. this is no longer a request, @Dreamworks"
2251,2022-01-10 14:41:39+00:00,Dreamworks produces the best animation movies
2252,2022-01-10 14:34:15+00:00,this basically CONFIRMS that fucking Dreamworks ain't focusing on SHREK anymore...@jacksfilms don't get your hopes up for 'SHREK 5' anytime soon.... https://t.co/X88bZG4zyu
2253,2022-01-10 14:28:20+00:00,"@Foxymilkies “Ooh, you want to have a knot, and make the Dreamworks Face in every waking moment of your existence!” https://t.co/RoWRFf8sn1"
2254,2022-01-10 14:09:27+00:00,"@thisfloridalife @UniversalORL Same. 

Unless Comcast is subtly preparing to sell DreamWorks, I have a gut feeling this is the case."
2255,2022-01-10 14:08:38+00:00,#YearOfTheTiger with Tigress. #kungfupanda #DreamWorks #fanart https://t.co/B4Oas5iex3
2256,2022-01-10 14:00:30+00:00,@KT_199923 @UniversalORL Or the Dreamworks Theater with Kung Fu Panda.
2257,2022-01-10 13:41:23+00:00,The bad guys @Dreamworks https://t.co/JsLdoBBnnB
2258,2022-01-10 13:34:00+00:00,"The @Trolls are celebrating the International Year of Fruits &amp; Vegetables!

@FAO &amp; the @UN have teamed up with @DreamWorks Trolls to spread the word about #IYFV2021.

Find out what you can do to join them 👉https://t.co/rsaIR45bjB

#TrollsFoodHeroes #IYFV2021 https://t.co/pIMwKHx8zd"
2259,2022-01-10 13:30:35+00:00,*scratches Dreamworks Theater and Pets off the list* https://t.co/ddKX4bidOB
2260,2022-01-10 12:26:29+00:00,@mr_evaporation For my best desicion I'll half to go with Universal and DreamWorks
2261,2022-01-10 12:07:18+00:00,"I would formally like to thank Cartoon Network (perticularly toonami), MTV, Animax, Nickelodeon, Disney, dreamworks, 20th Century fox, American star-world and of course the og book era. They shaped who I am today, and I’m proud of that."
2262,2022-01-10 11:51:09+00:00,where is madagascar 4 @Dreamworks
2263,2022-01-10 11:41:42+00:00,"@TediousTotoro @mirukuparty @OOCParks @UniversalORL They’re making another despicable me ride? 

I thought they were going to just replace Orlando’s Shrek 4D with the dreamworks theater from Hollywood"
2264,2022-01-10 11:39:14+00:00,"This is the frame that made me want to be an animator, although this whole sequence blew my mind.🤯
Road to Eldorado, still in my top 5 favourite films.
https://t.co/fZHgOsChPQ
#animation #framebyframe #dreamworks #animator https://t.co/Y5FwPEds3X"
2265,2022-01-10 11:37:53+00:00,"Aka is goated for creating DreamWorks, no one has that kinda song in Mzansi😩"
2266,2022-01-10 11:35:33+00:00,Check out DreamWorks Trolls 5-Pack Wooden Puzzles Cardinal New in Box Kids Fun Learning https://t.co/QSPjcuQBiZ @eBay
2267,2022-01-10 11:32:19+00:00,Dreamworks Inc 💫 https://t.co/waWT8MMfxU
2268,2022-01-10 11:29:03+00:00,@DSACostanza DreamWorks face
2269,2022-01-10 11:11:47+00:00,"I loved this movie!

I had this on as a background noise but ended up giving it my full attention. Beautiful colours and imagery along with a great, heartwarming story and laughs.

#abominable #animation #dreamworks #filmreview #moviereview https://t.co/tI188SfYQ5"
2270,2022-01-10 10:40:42+00:00,TENDIESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS @dreamworks
2271,2022-01-10 09:50:07+00:00,@dreamworksjr @Dreamworks thats new villain for shrek 5🙏🙏🙏 https://t.co/JU4BVU7Go8
2272,2022-01-10 09:23:42+00:00,"@FGGrayson Um...
- HTTYD2 is DreamWorks ❤
- Up and Coco deserved it ❤
- Kubo was deserving of much much more ❤ https://t.co/srqeQbOVXS"
2273,2022-01-10 09:11:50+00:00,Hey dreamworks
2274,2022-01-10 09:00:36+00:00,Disney fans make fun of the DreamWorks Face as if all Disney characters haven't had the same smirk since Tangled
2275,2022-01-10 08:53:34+00:00,@Oscar26783459 @4rkSh You all know this is from a DreamWorks movie right-
2276,2022-01-10 08:43:57+00:00,Which Dreamworks Abominable character are you? https://t.co/btTqQTrA5E
2277,2022-01-10 08:32:20+00:00,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official... https://t.co/wctoogXDqv via @YouTube 🎶🎶💃🏻Played this at the stadium after Rafa won last night 😍💃🏻🎉🎉🎾🏆💪🏼 https://t.co/sSP8O8sjvC"
2278,2022-01-10 08:31:24+00:00,@NaloNalo42 @ComicsandCrypto @veve_official FA anything is huge. This is also dreamworks 1st ever nft. Be smart...
2279,2022-01-10 08:31:12+00:00,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @corleen23 #poshmark #fashion #style #shopmycloset #dreamworks #freepeople #bose: https://t.co/MR1UXM5UBG https://t.co/Q5CwoF8Kqc
2280,2022-01-10 08:24:11+00:00,"oh, oh, do the dreamworks smirk!!!"
2281,2022-01-10 08:23:54+00:00,"yeah. you have character.

. . . the same character as a dreamworks animal character. 

* SNORT! *"
